,ID,ROW_ID,SALES_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,DISTRIBUTION_CHANNEL,DC_NAME,PRICE,CURRENCY
189,.1~190,190,C2,01,08,01/08,2024-01-08T00:00:00,2,8,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
190,.1~191,191,C2,01,08,01/08,2024-01-08T00:00:00,2,8,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
191,.1~192,192,C2,01,08,01/08,2024-01-08T00:00:00,2,8,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
192,.1~193,193,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
193,.1~194,194,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
194,.1~195,195,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
195,.1~196,196,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
196,.1~197,197,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
197,.1~198,198,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
198,.1~199,199,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
199,.1~200,200,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
200,.1~201,201,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
201,.1~202,202,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
202,.1~203,203,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
203,.1~204,204,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
204,.1~205,205,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
205,.1~206,206,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
206,.1~207,207,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
207,.1~208,208,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
208,.1~209,209,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
209,.1~210,210,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
210,.1~211,211,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
211,.1~212,212,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
212,.1~213,213,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
213,.1~214,214,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
214,.1~215,215,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
215,.1~216,216,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
216,.1~217,217,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
217,.1~218,218,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
218,.1~219,219,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
219,.1~220,220,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
220,.1~221,221,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
221,.1~222,222,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
222,.1~223,223,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
223,.1~224,224,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
224,.1~225,225,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
225,.1~226,226,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
226,.1~227,227,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
227,.1~228,228,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
228,.1~229,229,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
229,.1~230,230,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
230,.1~231,231,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
231,.1~232,232,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
232,.1~233,233,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
233,.1~234,234,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
234,.1~235,235,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
235,.1~236,236,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
236,.1~237,237,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
237,.1~238,238,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
238,.1~239,239,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
239,.1~240,240,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
240,.1~241,241,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
241,.1~242,242,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
242,.1~243,243,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
243,.1~244,244,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
244,.1~245,245,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
245,.1~246,246,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
246,.1~247,247,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
247,.1~248,248,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
248,.1~249,249,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
249,.1~250,250,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
250,.1~251,251,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
251,.1~252,252,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
252,.1~253,253,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
253,.1~254,254,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
254,.1~255,255,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
255,.1~256,256,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
256,.1~257,257,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
257,.1~258,258,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
258,.1~259,259,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
259,.1~260,260,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
260,.1~261,261,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
261,.1~262,262,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
262,.1~263,263,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
263,.1~264,264,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
264,.1~265,265,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
265,.1~266,266,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
266,.1~267,267,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
267,.1~268,268,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
268,.1~269,269,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
269,.1~270,270,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
270,.1~271,271,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
271,.1~272,272,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
272,.1~273,273,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
273,.1~274,274,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
274,.1~275,275,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
275,.1~276,276,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
276,.1~277,277,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
277,.1~278,278,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
278,.1~279,279,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
279,.1~280,280,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
280,.1~281,281,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
281,.1~282,282,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
282,.1~283,283,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
283,.1~284,284,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
284,.1~285,285,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
285,.1~286,286,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
286,.1~287,287,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
287,.1~288,288,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
288,.1~289,289,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
289,.1~290,290,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
290,.1~291,291,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
291,.1~292,292,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
292,.1~293,293,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
293,.1~294,294,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
294,.1~295,295,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
295,.1~296,296,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
296,.1~297,297,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
297,.1~298,298,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
298,.1~299,299,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
299,.1~300,300,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
300,.1~301,301,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
301,.1~302,302,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
302,.1~303,303,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
303,.1~304,304,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
304,.1~305,305,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
305,.1~306,306,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
306,.1~307,307,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
307,.1~308,308,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
308,.1~309,309,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
309,.1~310,310,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
310,.1~311,311,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
311,.1~312,312,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
312,.1~313,313,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
313,.1~314,314,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
314,.1~315,315,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
315,.1~316,316,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
316,.1~317,317,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
317,.1~318,318,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
318,.1~319,319,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
319,.1~320,320,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
320,.1~321,321,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
321,.1~322,322,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
322,.1~323,323,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
323,.1~324,324,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
324,.1~325,325,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
325,.1~326,326,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
326,.1~327,327,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
327,.1~328,328,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
328,.1~329,329,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
329,.1~330,330,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
330,.1~331,331,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
331,.1~332,332,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
332,.1~333,333,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
333,.1~334,334,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
334,.1~335,335,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
335,.1~336,336,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
336,.1~337,337,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
337,.1~338,338,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
338,.1~339,339,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
339,.1~340,340,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
340,.1~341,341,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
341,.1~342,342,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
342,.1~343,343,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
343,.1~344,344,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
344,.1~345,345,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
345,.1~346,346,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
346,.1~347,347,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
347,.1~348,348,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
348,.1~349,349,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
349,.1~350,350,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
350,.1~351,351,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
351,.1~352,352,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
352,.1~353,353,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
353,.1~354,354,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
354,.1~355,355,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
355,.1~356,356,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
356,.1~357,357,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
357,.1~358,358,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
358,.1~359,359,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
359,.1~360,360,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
360,.1~361,361,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
361,.1~362,362,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
362,.1~363,363,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
363,.1~364,364,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
364,.1~365,365,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
365,.1~366,366,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
366,.1~367,367,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
367,.1~368,368,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
368,.1~369,369,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
369,.1~370,370,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
370,.1~371,371,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
371,.1~372,372,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
372,.1~373,373,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
373,.1~374,374,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
374,.1~375,375,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
375,.1~376,376,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
376,.1~377,377,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
377,.1~378,378,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
378,.1~379,379,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
379,.1~380,380,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
